scenario,seq_len,ground_truth,answer,lpips
scene_14180,7,"(5, 6)","2,3",0.150275
scene_14318,8,"(3, 4)","2,3",0.082037
scene_10399,8,"(2, 3)","1,2",0.146589
scene_10476,8,"(0, 1)","2,3",0.116256
scene_12018,7,"(2, 3)","2,3",0.171791
scene_11247,6,"(0, 1)","1,2",0.031576
scene_10152,7,"(5, 6)","1,2",0.090723
scene_10185,8,"(0, 1)","2,3",0.071525
scene_10573,7,"(0, 1)","1,2",0.082168
scene_10478,7,"(2, 3)","2,3",0.117031
scene_11673,8,"(5, 6)","2,3",0.146600
scene_12660,8,"(0, 1)","2,3",0.123719
scene_13949,8,"(5, 6)","2,3",0.100257
scene_12873,8,"(6, 7)","2,3",0.128750
scene_14414,8,"(1, 2)","1,2",0.146524
scene_11902,7,"(5, 6)","2,3",0.052674
scene_13377,7,"(1, 2)","2,3",0.089417
scene_12603,6,"(4, 5)","1,2",0.126039
scene_10258,6,"(1, 2)","1,2",0.121462
scene_12653,7,"(4, 5)","2,3",0.260808
scene_10907,7,"(1, 2)","2,3",0.261744
scene_12499,8,"(2, 3)","2,3",0.247684
scene_13751,7,"(4, 5)","1,2",0.069574
scene_11344,8,"(3, 4)","3,4",0.163575
scene_12300,7,"(3, 4)","2,3",0.084470
scene_14151,8,"(1, 2)","2,3",0.141474
scene_12538,7,"(3, 4)","2,3",0.080224
scene_10102,8,"(5, 6)","1,2",0.088913
scene_11932,8,"(1, 2)","1,2",0.116677
scene_10958,8,"(1, 2)","2,3",0.149765
scene_14442,8,"(5, 6)","5,6",0.215943
scene_14780,7,"(5, 6)","2,3",0.144872
scene_11522,8,"(3, 4)","3,4",0.180129
scene_12616,8,"(3, 4)","2,3",0.170631
scene_13371,8,"(0, 1)","2,3",0.098380
scene_11561,8,"(5, 6)","2,3",0.114848
scene_12395,8,"(4, 5)","2,3",0.150325
scene_14365,8,"(1, 2)","1,2",0.198962
scene_14433,7,"(3, 4)","1,2",0.176516
scene_13069,7,"(4, 5)","1,2",0.154458
scene_14339,8,"(3, 4)","2,3",0.101630
scene_11510,8,"(3, 4)","2,3",0.239458
scene_11863,7,"(0, 1)","2,3",0.002212
scene_10507,8,"(5, 6)","2,3",0.168087
scene_12198,8,"(1, 2)","1,2",0.075109
scene_14795,8,"(1, 2)","1,2",0.178266
scene_10057,7,"(2, 3)","2,3",0.134740
scene_11617,7,"(5, 6)","2,3",0.189258
scene_13241,8,"(6, 7)","2,3",0.139651
scene_13876,6,"(0, 1)","1,2",0.000933
scene_13864,8,"(4, 5)","1,2",0.071569
scene_14593,8,"(0, 1)","2,3",0.063925
scene_14351,8,"(6, 7)","2,3",0.055640
scene_13467,7,"(4, 5)","3,4",0.319896
scene_11628,8,"(1, 2)","2,3",0.242740
scene_14039,7,"(2, 3)","2,3",0.178482
scene_12968,6,"(2, 3)","1,2",0.097051
scene_12772,8,"(1, 2)","2,3",0.157485
scene_13526,8,"(3, 4)","1,5",0.109485
scene_10925,8,"(0, 1)","2,3",0.075452
scene_13091,8,"(2, 3)","1,8",0.272808
scene_10577,7,"(5, 6)","3,4",0.124472
scene_10308,8,"(6, 7)","1,2",0.069331
scene_11919,7,"(3, 4)","1,2",0.120276
scene_10472,8,"(4, 5)","1,2",0.106408
scene_13297,8,"(5, 6)","2,3",0.144313
scene_11388,8,"(2, 3)","1,2",0.198284
scene_13568,8,"(4, 5)","3,4",0.138422
scene_13059,8,"(3, 4)","2,3",0.214315
scene_14077,7,"(4, 5)","1,5",0.225356
scene_13306,7,"(3, 4)","2,3",0.247823
scene_14842,7,"(4, 5)","1,2",0.067449
scene_14616,6,"(0, 1)","1,2",0.036890
scene_13746,7,"(2, 3)","3,4",0.092720
scene_11053,7,"(2, 3)","1,2",0.049995
scene_10674,7,"(3, 4)","1,6",0.269530
scene_13404,7,"(4, 5)","2,3",0.089255
scene_11117,8,"(1, 2)","2,3",0.156611
scene_14089,7,"(5, 6)","1,2",0.254659
scene_12056,8,"(5, 6)","2,3",0.261398
scene_14581,7,"(2, 3)","1,2",0.083606
scene_11499,8,"(4, 5)","1,2",0.110691
scene_14145,8,"(4, 5)","2,3",0.216345
scene_12210,8,"(0, 1)","2,3",0.087147
scene_13224,7,"(5, 6)","2,3",0.135504
scene_10542,8,"(1, 2)","3,4",0.137115
scene_10823,8,"(2, 3)","1,4",0.157041
scene_10720,8,"(0, 1)","2,3",0.117653
scene_11702,6,"(1, 2)","2,3",0.122238
scene_13063,8,"(2, 3)","2,3",0.101306
scene_14925,8,"(0, 1)","2,3",0.113603
scene_14832,7,"(1, 2)","1,2",0.094702
scene_14165,7,"(2, 3)","1,2",0.142912
scene_10369,8,"(5, 6)","2,3",0.136509
scene_10539,6,"(1, 2)","2,3",0.108006
scene_13001,7,"(4, 5)","2,3",0.293407
scene_11495,8,"(3, 4)","2,3",0.123002
scene_12374,7,"(3, 4)","1,2",0.212861
scene_10136,7,"(4, 5)","2,3",0.184212
scene_14976,7,"(1, 2)","2,3",0.227072
scene_13233,7,"(4, 5)","1,2",0.234588
scene_11266,7,"(3, 4)","1,4",0.166672
scene_10161,8,"(3, 4)","2,3",0.155869
scene_12648,7,"(1, 2)","2,3",0.058250
scene_12571,8,"(3, 4)","3,4",0.202041
scene_14003,6,"(4, 5)","2,3",0.231101
scene_10398,7,"(5, 6)","2,3",0.115550
scene_14704,8,"(5, 6)","1,2",0.127911
scene_10561,8,"(1, 2)","2,3",0.276168
scene_13436,8,"(4, 5)","2,3",0.145867
scene_14330,8,"(1, 2)","2,3",0.066196
scene_12702,8,"(3, 4)","3,4",0.154144
scene_13145,8,"(2, 3)","2,3",0.090109
scene_12954,7,"(1, 2)","3,4",0.257470
scene_13096,8,"(1, 2)","3,4",0.125497
scene_12778,8,"(2, 3)","1,2",0.182353
scene_11027,8,"(6, 7)","2,3",0.097398
scene_12544,7,"(3, 4)","1,2",0.207810
scene_10779,8,"(4, 5)","2,3",0.120706
scene_12608,8,"(0, 1)","1,2",0.071766
scene_10898,8,"(6, 7)","1,2",0.119586
scene_11444,8,"(2, 3)","2,3",0.092852
scene_13287,8,"(0, 1)","3,8",0.196653
scene_12487,8,"(3, 4)","2,3",0.235597
scene_10943,8,"(1, 2)","2,3",0.126383
scene_13275,7,"(1, 2)","3,4",0.157999
scene_13179,7,"(3, 4)","3,4",0.148184
scene_11173,7,"(4, 5)","2,6",0.084878
scene_14819,8,"(4, 5)","2,3",0.100896
scene_13706,8,"(5, 6)","5,6",0.123624
scene_13414,8,"(3, 4)","2,3",0.092677
scene_12035,8,"(3, 4)","3,4",0.244342
scene_13054,7,"(5, 6)","1,2",0.137122
scene_12484,8,"(3, 4)","2,3",0.112796
scene_14063,8,"(3, 4)","3,4",0.110612
scene_14518,8,"(5, 6)","1,8",0.062193
scene_14907,8,"(6, 7)","1,2",0.243374
scene_13189,8,"(3, 4)","1,5",0.076846
scene_12811,8,"(3, 4)","2,3",0.304172
scene_13546,8,"(1, 2)","1,2",0.256552
scene_14738,6,"(0, 1)","1,2",0.001122
scene_10033,7,"(4, 5)","3,4",0.148519
scene_11125,7,"(0, 1)","2,3",0.019714
scene_11622,8,"(6, 7)","2,3",0.048380
scene_12698,7,"(1, 2)","2,3",0.125805
scene_14116,8,"(2, 3)","2,3",0.110789
scene_10089,8,"(0, 1)","3,4",0.063949
scene_11210,8,"(2, 3)","2,3",0.206506
scene_14900,7,"(1, 2)","1,2",0.162944
scene_11212,8,"(4, 5)","2,3",0.097177
scene_12355,7,"(2, 3)","2,3",0.185648
scene_11471,7,"(1, 2)","2,3",0.225517
scene_12343,7,"(3, 4)","2,3",0.228992
scene_11563,8,"(4, 5)","2,3",0.095118
scene_10972,7,"(5, 6)","2,3",0.039434
scene_10437,6,"(3, 4)","2,3",0.123601
scene_11980,8,"(4, 5)","2,3",0.114539
scene_14488,8,"(4, 5)","2,3",0.067876
scene_14946,8,"(0, 1)","2,3",0.072317
scene_10816,6,"(4, 5)","2,3",0.139241
scene_11238,8,"(0, 1)","1,2",0.275097
scene_14970,8,"(2, 3)","2,3",0.141795
scene_14062,6,"(4, 5)","2,3",0.040403
scene_11025,8,"(6, 7)","2,3",0.085244
scene_14106,8,"(2, 3)","2,3",0.183398
scene_14333,8,"(4, 5)","2,3",0.070119
scene_13943,8,"(6, 7)","2,3",0.121094
scene_12618,6,"(0, 1)","3,4",0.021491
scene_11226,6,"(3, 4)","2,3",0.061247
scene_12407,8,"(4, 5)","2,3",0.084773
scene_11416,8,"(1, 2)","1,2",0.148085
scene_13874,5,"(3, 4)","2,3",0.066147
scene_11810,7,"(0, 1)","1,2",0.057708
scene_10302,8,"(5, 6)","1,2",0.192868
scene_10648,6,"(1, 2)","2,3",0.041116
scene_12239,8,"(2, 3)","1,2",0.136967
scene_12777,7,"(0, 1)","2,3",0.014528
scene_11179,7,"(3, 4)","1,2",0.088008
scene_13694,7,"(2, 3)","1,6",0.088485
scene_14984,7,"(2, 3)","3,4",0.299886
scene_13298,8,"(6, 7)","3,4",0.084637
scene_13684,7,"(0, 1)","1,5",0.034743
scene_10038,8,"(3, 4)","2,3",0.211723
scene_12733,7,"(0, 1)","1,2",0.028588
scene_14429,8,"(6, 7)","2,3",0.139292
scene_11883,8,"(6, 7)","1,2",0.054002
scene_11041,8,"(1, 2)","1,6",0.070877
scene_12613,8,"(1, 2)","2,3",0.140384
scene_14299,8,"(6, 7)","1,2",0.113280
scene_10952,7,"(5, 6)","2,3",0.080917
scene_10587,8,"(4, 5)","2,3",0.121388
scene_12389,7,"(5, 6)","4,5",0.102186
scene_13741,8,"(2, 3)","1,2",0.107703
scene_12039,7,"(5, 6)","2,3",0.082285
scene_10987,8,"(4, 5)","1,8",0.136436
scene_12800,8,"(5, 6)","2,3",0.268057
scene_12539,8,"(3, 4)","4,5",0.220851
scene_11567,8,"(1, 2)","1,5",0.168177
scene_13569,7,"(4, 5)","2,3",0.230900
scene_12497,8,"(1, 2)","2,3",0.277285
scene_10323,8,"(6, 7)","2,3",0.095635
scene_10718,8,"(1, 2)","2,3",0.189706
scene_10697,8,"(6, 7)","2,3",0.066135
scene_10738,7,"(1, 2)","1,2",0.062146
scene_13249,8,"(6, 7)","2,3",0.164334
scene_12794,7,"(0, 1)","3,4",0.042116
scene_14289,7,"(4, 5)","2,3",0.252773
scene_11688,8,"(2, 3)","4,5",0.154166
scene_14702,8,"(4, 5)","2,3",0.150249
scene_11001,6,"(2, 3)","2,3",0.033120
scene_14514,8,"(4, 5)","3,4",0.248126
scene_11765,7,"(4, 5)","1,2",0.075566
scene_11536,7,"(1, 2)","2,3",0.148770
scene_11469,7,"(2, 3)","3,4",0.324970
scene_11202,7,"(5, 6)","1,2",0.103889
scene_10229,8,"(2, 3)","2,3",0.169096
scene_13264,8,"(2, 3)","3,4",0.260752
scene_11329,7,"(4, 5)","2,3",0.079176
scene_10188,7,"(2, 3)","2,6",0.160573
scene_10118,8,"(6, 7)","2,3",0.058269
scene_13703,8,"(4, 5)","2,3",0.075700
scene_11227,8,"(5, 6)","2,3",0.114859
scene_12844,7,"(0, 1)","2,3",0.091012
scene_10682,8,"(1, 2)","1,2",0.187997
scene_11818,8,"(6, 7)","1,6",0.060639
scene_14069,8,"(6, 7)","2,3",0.047129
scene_14575,8,"(3, 4)","2,3",0.137426
scene_12885,8,"(0, 1)","2,3",0.053824
scene_12596,7,"(2, 3)","1,2",0.093519
scene_13116,8,"(6, 7)","2,3",0.048702
scene_10404,8,"(5, 6)","2,3",0.135247
scene_14010,5,"(1, 2)","2,3",0.061497
scene_11778,8,"(5, 6)","2,3",0.095548
scene_10370,7,"(1, 2)","1,2",0.074050
scene_13060,7,"(1, 2)","2,3",0.064229
scene_10932,7,"(1, 2)","3,4",0.067349
scene_11178,7,"(5, 6)","2,3",0.119420
scene_13775,6,"(2, 3)","1,2",0.099222
scene_12805,6,"(1, 2)","2,3",0.049958
scene_12586,8,"(6, 7)","1,2",0.052061
scene_10962,8,"(6, 7)","1,2",0.181913
scene_10280,7,"(5, 6)","1,2",0.134504
scene_12530,8,"(3, 4)","2,3",0.278872
scene_10147,7,"(3, 4)","1,2",0.091200
scene_12217,7,"(1, 2)","2,3",0.061846
scene_13576,8,"(4, 5)","1,2",0.130214
scene_14507,8,"(5, 6)","2,3",0.083743
scene_13112,8,"(2, 3)","2,3",0.136996
scene_13637,8,"(5, 6)","2,3",0.136373
scene_12945,7,"(3, 4)","2,3",0.238240
scene_12568,8,"(3, 4)","2,3",0.133520
scene_14140,8,"(3, 4)","2,3",0.119327
scene_13911,8,"(0, 1)","2,3",0.059204
scene_11557,6,"(0, 1)","2,3",0.049010
scene_14610,8,"(3, 4)","2,3",0.310126
scene_13522,7,"(4, 5)","2,3",0.090567
scene_12764,7,"(5, 6)","1,2",0.094872
scene_13494,7,"(2, 3)","2,3",0.126425
scene_11346,8,"(5, 6)","2,3",0.106267
scene_13491,8,"(2, 3)","1,2",0.300588
scene_10328,8,"(3, 4)","2,3",0.315692
scene_12662,8,"(3, 4)","1,2",0.107119
scene_14979,8,"(2, 3)","2,3",0.095963
scene_12839,8,"(4, 5)","2,3",0.182169
scene_12553,8,"(0, 1)","2,3",0.080971
scene_11387,7,"(5, 6)","5,6",0.162644
scene_14686,7,"(0, 1)","3,4",0.043885
scene_14479,7,"(5, 6)","1,2",0.193089
scene_13203,7,"(3, 4)","2,3",0.070136
scene_11924,7,"(5, 6)","2,3",0.178371
scene_10306,7,"(5, 6)","1,6",0.161385
scene_10633,6,"(2, 3)","2,3",0.050562
scene_13975,8,"(6, 7)","2,3",0.132174
scene_14416,6,"(0, 1)","2,3",0.001157
scene_14355,6,"(4, 5)","1,2",0.058558
scene_11680,7,"(3, 4)","2,3",0.155399
scene_10591,8,"(1, 2)","1,2",0.203214
scene_12961,8,"(3, 4)","2,3",0.193577
scene_10062,8,"(6, 7)","2,3",0.050704
scene_11872,8,"(1, 2)","2,3",0.058604
scene_13732,8,"(3, 4)","1,5",0.119201
scene_12155,8,"(2, 3)","2,3",0.136009
scene_10409,7,"(2, 3)","2,3",0.118872
scene_11804,8,"(6, 7)","2,3",0.054257
scene_13464,7,"(2, 3)","2,3",0.213533
scene_13583,6,"(2, 3)","1,2",0.039616
scene_14419,6,"(4, 5)","2,3",0.044645
scene_13565,7,"(4, 5)","1,2",0.068009
scene_14209,8,"(1, 2)","2,3",0.197518
scene_12418,8,"(4, 5)","2,3",0.304727
scene_13957,7,"(3, 4)","2,3",0.241999
scene_14657,8,"(6, 7)","3,4",0.080592
scene_10518,8,"(2, 3)","2,3",0.098445
scene_10151,7,"(5, 6)","1,2",0.307025
scene_13954,8,"(6, 7)","2,3",0.103111
scene_12029,8,"(0, 1)","1,2",0.071543
scene_10624,8,"(0, 1)","2,3",0.118420
scene_14020,7,"(0, 1)","2,3",0.001316
scene_12671,8,"(5, 6)","1,2",0.288960
scene_13364,8,"(6, 7)","2,3",0.227727
scene_13248,8,"(6, 7)","1,2",0.136100
scene_12720,8,"(3, 4)","2,3",0.200648
scene_14051,6,"(0, 1)","2,3",0.088222
scene_11582,8,"(0, 1)","1,2",0.088047
scene_14120,8,"(6, 7)","3,4",0.182771
scene_13326,7,"(1, 2)","2,3",0.112661
scene_14123,7,"(3, 4)","1,2",0.066274
scene_12890,7,"(3, 4)","1,2",0.152531
scene_11938,8,"(0, 1)","2,3",0.209673
scene_13052,8,"(3, 4)","1,2",0.147370
scene_14486,6,"(1, 2)","2,3",0.114908
scene_10178,7,"(5, 6)","2,3",0.154681
scene_11683,7,"(1, 2)","2,3",0.122430
scene_13178,8,"(5, 6)","2,3",0.056458
scene_13509,7,"(2, 3)","2,3",0.074358
scene_11914,8,"(1, 2)","1,2",0.111837
scene_14464,7,"(2, 3)","2,3",0.150853
scene_11957,8,"(0, 1)","2,3",0.094290
scene_11546,8,"(5, 6)","2,3",0.073550
scene_12637,8,"(2, 3)","2,3",0.141830
scene_14513,7,"(2, 3)","2,3",0.126552
scene_13092,7,"(0, 1)","1,2",0.089300
scene_12725,5,"(2, 3)","2,3",0.090314
scene_12829,8,"(5, 6)","2,3",0.170705
scene_13970,8,"(5, 6)","2,3",0.041951
scene_13661,7,"(1, 2)","2,3",0.154147
scene_11218,7,"(0, 1)","2,3",0.017992
scene_14014,7,"(3, 4)","2,3",0.115553
scene_12446,6,"(2, 3)","2,3",0.088774
scene_12318,8,"(5, 6)","2,3",0.112152
scene_14231,7,"(5, 6)","1,2",0.095646
scene_12189,7,"(1, 2)","2,3",0.079624
scene_12786,7,"(3, 4)","1,2",0.097157
scene_13402,8,"(5, 6)","2,3",0.146069
scene_14328,7,"(0, 1)","1,2",0.061585
scene_10572,7,"(5, 6)","2,3",0.151153
scene_11119,7,"(0, 1)","3,4",0.015470
scene_11562,7,"(0, 1)","3,4",0.009289
scene_13144,8,"(1, 2)","2,3",0.100858
scene_11185,7,"(3, 4)","2,3",0.121202
scene_13744,8,"(0, 1)","2,3",0.152852
scene_11997,8,"(1, 2)","2,3",0.122486
scene_13871,7,"(4, 5)","1,4",0.184433
scene_13955,8,"(1, 2)","2,3",0.119646
scene_13406,7,"(4, 5)","2,3",0.047899
scene_12240,7,"(5, 6)","2,3",0.104394
scene_12391,7,"(3, 4)","2,3",0.075429
scene_14085,8,"(0, 1)","2,3",0.078647
scene_11262,8,"(0, 1)","2,3",0.062501
scene_10963,7,"(5, 6)","1,2",0.140900
scene_13783,7,"(2, 3)","2,3",0.158738
scene_10930,6,"(0, 1)","1,2",0.025156
scene_14521,7,"(3, 4)","1,2",0.276283
scene_10764,7,"(5, 6)","3,4",0.177241
scene_13345,6,"(1, 2)","1,2",0.268637
scene_10112,8,"(3, 4)","2,3",0.103585
scene_12546,8,"(0, 1)","1,2",0.086301
scene_11298,8,"(1, 2)","2,3",0.079666
scene_11961,7,"(3, 4)","1,2",0.203909
scene_10236,7,"(0, 1)","2,3",0.056908
scene_14496,8,"(5, 6)","4,5",0.092775
scene_13973,8,"(6, 7)","2,3",0.147809
scene_14679,7,"(0, 1)","1,2",0.026301
scene_12360,8,"(0, 1)","3,4",0.128521
scene_11074,7,"(2, 3)","2,3",0.084879
scene_14930,7,"(2, 3)","2,3",0.119333
scene_14661,8,"(2, 3)","2,3",0.162545
scene_10423,8,"(1, 2)","2,3",0.058080
scene_13624,6,"(3, 4)","2,3",0.121879
scene_14086,8,"(6, 7)","1,2",0.164558
scene_12965,8,"(6, 7)","2,3",0.188414
scene_11537,8,"(6, 7)","2,3",0.129154
scene_10445,8,"(6, 7)","2,3",0.050109
scene_13388,7,"(1, 2)","3,4",0.109934
scene_13787,8,"(5, 6)","2,3",0.096835
scene_10009,8,"(5, 6)","1,2",0.122037
scene_13314,7,"(1, 2)","1,2",0.085059
scene_10950,8,"(0, 1)","3,4",0.042523
scene_12649,8,"(4, 5)","2,3",0.241419
scene_12068,8,"(4, 5)","2,3",0.197680
scene_12577,7,"(0, 1)","1,5",0.097070
scene_10722,7,"(4, 5)","1,2",0.210150
scene_13728,7,"(5, 6)","2,3",0.187668
scene_10300,7,"(1, 2)","2,3",0.158562
scene_13283,7,"(3, 4)","2,3",0.106117
scene_12362,8,"(2, 3)","1,8",0.082605
scene_14061,8,"(5, 6)","1,2",0.090385
scene_14612,8,"(1, 2)","3,4",0.116803
scene_12703,8,"(5, 6)","1,2",0.181119
scene_11318,8,"(5, 6)","2,3",0.209898
scene_10857,8,"(1, 2)","2,3",0.152571
scene_12631,8,"(3, 4)","2,3",0.202587
scene_12732,8,"(4, 5)","1,8",0.098531
scene_14554,8,"(5, 6)","2,3",0.108348
scene_12852,7,"(3, 4)","1,2",0.095898
scene_13853,7,"(1, 2)","2,3",0.171492
scene_10748,7,"(0, 1)","2,3",0.036300
scene_14259,6,"(0, 1)","2,3",0.001682
scene_14437,8,"(1, 2)","1,2",0.160803
scene_11487,7,"(0, 1)","3,4",0.045794
scene_14973,8,"(4, 5)","1,2",0.166908
scene_14533,8,"(5, 6)","2,3",0.097704
scene_13857,7,"(3, 4)","2,3",0.105218
scene_11436,7,"(2, 3)","2,3",0.250835
scene_14400,8,"(3, 4)","1,2",0.086471
scene_12208,7,"(2, 3)","2,3",0.189815
scene_10169,8,"(6, 7)","1,2",0.145313
scene_14806,7,"(1, 2)","2,3",0.203714
scene_10749,7,"(1, 2)","2,3",0.124403
scene_10211,7,"(2, 3)","1,2",0.184192
scene_12052,8,"(5, 6)","1,2",0.164994
scene_14852,8,"(0, 1)","1,2",0.106060
scene_13542,7,"(1, 2)","1,2",0.193392
scene_14628,8,"(4, 5)","1,2",0.079863
scene_10659,7,"(4, 5)","1,2",0.115700
scene_13589,7,"(4, 5)","2,3",0.246089
scene_14048,8,"(5, 6)","3,4",0.174242
scene_14102,6,"(4, 5)","1,2",0.039708
scene_12231,8,"(2, 3)","2,3",0.186951
scene_13300,7,"(5, 6)","2,3",0.197699
scene_12492,8,"(0, 1)","2,3",0.070636
scene_13842,8,"(6, 7)","1,2",0.166461
scene_11019,8,"(6, 7)","4,5",0.093595
scene_13600,7,"(5, 6)","1,2",0.188913
scene_12365,8,"(2, 3)","3,4",0.165718
scene_14845,7,"(1, 2)","2,3",0.071560
scene_11360,8,"(4, 5)","1,5",0.079242
scene_10489,7,"(4, 5)","2,3",0.078987
scene_14929,8,"(4, 5)","2,3",0.199302
scene_11166,8,"(1, 2)","3,4",0.116734
scene_12177,8,"(5, 6)","2,3",0.140832
scene_11221,7,"(3, 4)","2,3",0.154522
scene_11842,8,"(2, 3)","2,3",0.214443
scene_10941,6,"(0, 1)","1,2",0.031693
scene_14503,7,"(1, 2)","2,3",0.128875
scene_11621,8,"(3, 4)","1,2",0.235703
scene_14238,8,"(3, 4)","2,3",0.130173
scene_11913,7,"(0, 1)","2,3",0.045522
scene_10584,7,"(1, 2)","3,4",0.049800
scene_13722,8,"(3, 4)","2,3",0.088935
scene_12317,7,"(5, 6)","1,2",0.216793
scene_12361,8,"(4, 5)","1,2",0.117056
scene_11897,7,"(0, 1)","2,3",0.024166
scene_10267,8,"(4, 5)","1,2",0.065174
scene_12386,8,"(0, 1)","1,2",0.109067
scene_13852,8,"(2, 3)","2,3",0.122566
scene_14247,8,"(2, 3)","1,6",0.139028
scene_13349,7,"(1, 2)","3,4",0.155125
scene_10021,8,"(3, 4)","2,3",0.086525
scene_11283,8,"(6, 7)","2,3",0.078482
scene_10615,8,"(6, 7)","2,3",0.178138
scene_11424,8,"(4, 5)","2,3",0.197192
scene_11965,8,"(3, 4)","1,2",0.119017
scene_11287,7,"(2, 3)","2,3",0.150873
scene_10666,7,"(4, 5)","2,3",0.068936
scene_12168,8,"(5, 6)","3,4",0.278243
scene_14911,7,"(1, 2)","2,3",0.189529
scene_11703,8,"(6, 7)","4,5",0.063183
scene_10813,7,"(3, 4)","2,3",0.162827
scene_10494,8,"(6, 7)","2,3",0.058876
scene_12502,8,"(0, 1)","1,2",0.089373
scene_13515,8,"(0, 1)","1,5",0.055671
scene_12436,8,"(4, 5)","1,2",0.175624
scene_13629,6,"(0, 1)","2,3",0.033908
scene_13693,7,"(0, 1)","1,2",0.075266
scene_14449,8,"(2, 3)","2,3",0.255805
scene_11849,8,"(1, 2)","2,3",0.118881
scene_13412,7,"(0, 1)","1,5",0.033524
scene_10971,7,"(0, 1)","1,2",0.014802
scene_12034,6,"(3, 4)","4,5",0.066270
scene_10698,7,"(4, 5)","2,3",0.162164
scene_14812,7,"(2, 3)","2,3",0.169882
scene_11223,7,"(5, 6)","2,3",0.160234
scene_11243,7,"(5, 6)","2,3",0.109773
scene_10440,8,"(4, 5)","1,8",0.149829
scene_10607,7,"(3, 4)","2,3",0.135472
scene_14031,8,"(3, 4)","1,2",0.144736
scene_13285,8,"(5, 6)","1,2",0.114156
scene_10536,8,"(3, 4)","2,3",0.120622
scene_10935,8,"(0, 1)","2,3",0.148209
scene_13916,8,"(5, 6)","1,2",0.083131
scene_12069,8,"(4, 5)","2,3",0.068430
scene_10421,8,"(4, 5)","2,3",0.199774
scene_11511,8,"(4, 5)","2,3",0.066441
scene_12793,7,"(1, 2)","2,3",0.140654
scene_13611,7,"(2, 3)","2,3",0.136886
scene_13924,8,"(0, 1)","2,3",0.100392
scene_13848,7,"(2, 3)","2,3",0.131878
scene_12330,8,"(0, 1)","1,2",0.119112
scene_10100,8,"(4, 5)","2,3",0.122421
scene_10841,8,"(1, 2)","2,3",0.082314
scene_14024,7,"(1, 2)","2,3",0.124473
scene_14393,8,"(4, 5)","2,3",0.157934
scene_12394,7,"(2, 3)","1,2",0.097315
scene_10447,8,"(3, 4)","2,3",0.176388
scene_10372,7,"(4, 5)","2,3",0.116545
scene_12248,8,"(5, 6)","3,4",0.092883
scene_11037,8,"(6, 7)","4,5",0.181022
scene_10115,8,"(6, 7)","2,3",0.118419
scene_12477,8,"(5, 6)","2,3",0.129384
scene_14614,7,"(5, 6)","2,3",0.156733
scene_12958,7,"(5, 6)","2,3",0.149053
scene_11864,7,"(0, 1)","2,3",0.032215
scene_12427,7,"(2, 3)","2,3",0.194138
scene_11591,7,"(5, 6)","1,2",0.197421
scene_10824,7,"(3, 4)","2,3",0.097345
scene_12319,6,"(1, 2)","3,4",0.014691
scene_12266,8,"(0, 1)","2,3",0.066041
scene_13969,8,"(1, 2)","2,3",0.137626
scene_11773,7,"(0, 1)","1,2",0.001091
scene_14773,8,"(3, 4)","2,3",0.106227
scene_11517,7,"(0, 1)","1,2",0.025292
scene_10980,7,"(3, 4)","1,2",0.115812
scene_14915,7,"(4, 5)","1,2",0.048955
scene_11578,8,"(4, 5)","2,3",0.234274
scene_10989,8,"(0, 1)","2,3",0.123046
scene_11889,7,"(2, 3)","2,3",0.076740
scene_14877,8,"(5, 6)","1,2",0.100630
scene_12512,7,"(5, 6)","2,3",0.105387
scene_12220,8,"(5, 6)","2,3",0.061977
scene_13720,8,"(5, 6)","1,4",0.249456
scene_12884,6,"(1, 2)","1,2",0.038696
scene_12711,7,"(0, 1)","3,4",0.041500
scene_13488,7,"(0, 1)","1,2",0.065819
scene_12818,7,"(5, 6)","2,3",0.103997
scene_14530,8,"(1, 2)","2,3",0.213086
scene_13025,8,"(5, 6)","1,2",0.101592
scene_12509,8,"(0, 1)","2,3",0.148157
scene_11994,6,"(1, 2)","1,2",0.042852
scene_14432,8,"(3, 4)","3,4",0.130366
scene_11816,7,"(2, 3)","2,3",0.132726
scene_12411,8,"(4, 5)","2,3",0.080047
scene_10763,8,"(4, 5)","2,3",0.190097
scene_10141,8,"(6, 7)","2,3",0.235640
scene_13674,7,"(5, 6)","1,2",0.090299
scene_14023,8,"(2, 3)","1,2",0.100262
scene_13903,8,"(1, 2)","1,2",0.248566
scene_11969,7,"(2, 3)","2,3",0.072436
scene_14658,8,"(1, 2)","1,2",0.180021
scene_14621,6,"(2, 3)","2,3",0.103773
scene_11978,8,"(5, 6)","2,3",0.146859
scene_14839,8,"(0, 1)","3,4",0.158254
scene_11566,8,"(6, 7)","1,2",0.152928
scene_14235,7,"(0, 1)","1,2",0.035165
scene_10083,8,"(2, 3)","2,3",0.150866
scene_12264,7,"(3, 4)","1,6",0.072684
scene_12291,8,"(2, 3)","2,3",0.095436
scene_12790,6,"(4, 5)","3,4",0.068635
scene_12117,7,"(0, 1)","2,3",0.030140
scene_12908,6,"(2, 3)","3,4",0.066861
scene_11738,8,"(5, 6)","1,2",0.087088
scene_13997,8,"(4, 5)","2,3",0.079699
scene_11490,7,"(5, 6)","2,3",0.183614
scene_12663,8,"(0, 1)","2,3",0.110883
scene_14509,8,"(3, 4)","2,3",0.130786
scene_10235,8,"(3, 4)","1,8",0.185919
scene_12757,7,"(4, 5)","2,3",0.168990
scene_14746,7,"(2, 3)","2,3",0.154207
scene_14493,8,"(0, 1)","2,3",0.143046
